Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
truck,bottle3,dog,7.113722e-21,1.6281227e-28,1.7313904e-15,0,0,1,truck,,,1,0
truck,elephant2,dog,1.2078675e-09,8.82045e-22,6.942406e-08,0,0,1,truck,,,1,0
truck,cat1,dog,2.9681214e-13,5.562345e-22,2.998833e-10,0,0,1,truck,,,1,0
truck,knife3,dog,6.7154746e-15,2.166539e-25,2.7523138e-11,0,0,1,truck,,,1,0
truck,oven2,dog,3.1773333e-16,2.2822667e-29,5.668465e-12,0,0,1,truck,,,1,0
truck,airplane2,dog,2.0183118e-17,3.262e-42,1.0339128e-12,0,0,1,truck,,,1,0
truck,bird2,dog,6.572726e-13,1.0211514e-14,4.2752699e-10,0,0,1,truck,,,1,0
truck,keyboard1,dog,3.9116124e-14,1.1166039e-24,8.2195216e-11,0,0,1,truck,,,1,0
truck,dog2,dog,3.6873851e-13,2.0551244e-10,2.0551244e-10,0,1,0,dog,,,0,1
truck,keyboard1,dog,3.9116124e-14,1.1166039e-24,8.2195216e-11,0,0,1,truck,,,1,0
truck,bear3,dog,6.2023577e-15,2.1866132e-21,5.9980874e-11,0,0,1,truck,,,1,0
truck,bird2,dog,6.572726e-13,1.0211514e-14,4.2752699e-10,0,0,1,truck,,,1,0
truck,car3,dog,3.83403e-19,3.2432096e-25,2.8015266e-14,0,0,1,truck,,,1,0
truck,bicycle2,dog,1.5641411e-17,6.5014383e-37,2.6865391e-13,0,0,1,truck,,,1,0
truck,chair2,dog,5.9924163e-15,6.6053515e-18,2.8791702e-11,0,0,1,truck,,,1,0
truck,bottle2,dog,4.230468e-19,1.3970627e-25,1.1746505e-13,0,0,1,truck,,,1,0
truck,keyboard2,dog,1.8555646e-14,4.2715107e-25,7.090833e-11,0,0,1,truck,,,1,0
truck,boat3,dog,5.567764e-17,1.6132309e-16,1.0566033e-12,0,0,1,boat,,,0,1
truck,bear1,dog,2.9864672e-12,4.8411268e-17,4.099027e-09,0,0,1,truck,,,1,0
truck,boat3,dog,5.567764e-17,1.6132309e-16,1.0566033e-12,0,0,1,boat,,,0,1
truck,airplane3,dog,2.5912165e-16,8.972595e-39,1.9019849e-12,0,0,1,truck,,,1,0
truck,car3,dog,3.83403e-19,3.2432096e-25,2.8015266e-14,0,0,1,truck,,,1,0
truck,clock1,dog,5.0452427e-16,4.6846887e-24,4.246201e-12,0,0,1,truck,,,1,0
