Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
car,dog2,dog,8.149963e-13,2.752087e-08,2.752087e-08,0,1,0,dog,,,0,1
car,truck3,dog,4.6745433e-22,9.144306e-17,3.2221697e-12,0,0,1,truck,,,0,1
car,oven2,dog,1.07346936e-20,4.1613496e-28,8.624199e-12,0,0,1,car,,,1,0
car,dog1,dog,2.949755e-20,5.6488356e-12,5.6488356e-12,0,1,0,dog,,,0,1
car,chair1,dog,4.0446977e-20,7.3297053e-19,1.534069e-11,0,0,1,chair,,,0,1
car,boat3,dog,2.036826e-23,4.3449167e-17,5.0063523e-13,0,0,1,boat,,,0,1
car,bird2,dog,1.06355284e-19,6.7634965e-17,1.6868187e-11,0,0,1,bird,,,0,1
car,knife2,dog,1.1688968e-19,6.4923875e-26,3.306883e-11,0,0,1,car,,,1,0
car,cat1,dog,3.0224094e-19,2.4139793e-24,4.5241966e-11,0,0,1,car,,,1,0
car,cat3,dog,2.3949562e-15,8.221111e-20,1.512572e-09,0,0,1,car,,,1,0
car,bear3,dog,1.0353339e-21,8.149878e-24,8.881663e-12,0,0,1,car,,,1,0
car,knife2,dog,1.1688968e-19,6.4923875e-26,3.306883e-11,0,0,1,car,,,1,0
car,bear1,dog,6.0157617e-17,9.926655e-19,4.1871534e-10,0,0,1,car,,,1,0
car,dog1,dog,2.949755e-20,5.6488356e-12,5.6488356e-12,0,1,0,dog,,,0,1
car,bicycle3,dog,5.9239554e-23,1.14822495e-36,9.680064e-13,0,0,1,car,,,1,0
car,clock2,dog,4.821936e-22,3.0295205e-25,2.1089766e-12,0,0,1,car,,,1,0
car,oven3,dog,2.8479645e-19,3.0820913e-26,2.653143e-11,0,0,1,car,,,1,0
car,chair1,dog,4.0446977e-20,7.3297053e-19,1.534069e-11,0,0,1,chair,,,0,1
car,truck1,dog,2.1065177e-27,1.6964812e-20,2.295771e-14,0,0,1,truck,,,0,1
car,boat1,dog,2.703122e-26,2.5191643e-19,1.6189868e-14,0,0,1,boat,,,0,1
car,airplane3,dog,6.5326846e-22,1.55937e-39,3.5132537e-12,0,0,1,car,,,1,0
car,bottle1,dog,3.3911876e-25,1.3421402e-25,2.3206187e-13,0,0,1,car,,,1,0
car,airplane2,dog,7.484918e-25,8e-45,7.244761e-14,0,0,1,car,,,1,0
car,bicycle2,dog,7.689302e-24,2.7658594e-38,1.5912762e-13,0,0,1,car,,,1,0
car,boat1,dog,2.703122e-26,2.5191643e-19,1.6189868e-14,0,0,1,boat,,,0,1
car,bird3,dog,3.9503127e-25,5.3374863e-21,4.3209834e-14,0,0,1,bird,,,0,1
car,elephant2,dog,3.1686595e-16,6.08132e-29,4.6348309e-10,0,0,1,car,,,1,0
car,bottle1,dog,3.3911876e-25,1.3421402e-25,2.3206187e-13,0,0,1,car,,,1,0
car,elephant3,dog,1.129243e-18,2.7545223e-33,3.356998e-11,0,0,1,car,,,1,0
car,keyboard2,dog,2.5120127e-18,1.9749164e-24,1.0554475e-10,0,0,1,car,,,1,0
car,bear3,dog,1.0353339e-21,8.149878e-24,8.881663e-12,0,0,1,car,,,1,0
car,keyboard3,dog,5.572766e-17,8.151453e-23,6.153359e-10,0,0,1,car,,,1,0
car,bottle3,dog,1.9163022e-27,4.6529904e-28,5.6249446e-15,0,0,1,car,,,1,0
car,elephant3,dog,1.129243e-18,2.7545223e-33,3.356998e-11,0,0,1,car,,,1,0
car,truck3,dog,4.6745433e-22,9.144306e-17,3.2221697e-12,0,0,1,truck,,,0,1
car,chair1,dog,4.0446977e-20,7.3297053e-19,1.534069e-11,0,0,1,chair,,,0,1
car,bird1,dog,2.1940918e-14,1.4174365e-12,5.6418648e-09,0,0,1,bird,,,0,1
car,bottle3,dog,1.9163022e-27,4.6529904e-28,5.6249446e-15,0,0,1,car,,,1,0
car,elephant3,dog,1.129243e-18,2.7545223e-33,3.356998e-11,0,0,1,car,,,1,0
car,knife3,dog,1.04982215e-17,4.2848157e-23,9.815669e-11,0,0,1,car,,,1,0
car,bicycle2,dog,7.689302e-24,2.7658594e-38,1.5912762e-13,0,0,1,car,,,1,0
car,clock1,dog,9.949487e-23,8.1516405e-26,1.0424825e-12,0,0,1,car,,,1,0
car,cat3,dog,2.3949562e-15,8.221111e-20,1.512572e-09,0,0,1,car,,,1,0
car,bird1,dog,2.1940918e-14,1.4174365e-12,5.6418648e-09,0,0,1,bird,,,0,1
