Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
knife,airplane2,dog,1.8611611e-30,1.1516e-41,3.7354188e-13,0,0,1,knife,,,1,0
knife,chair1,dog,1.08304e-23,4.9312763e-17,1.4214686e-10,0,0,1,chair,,,0,1
knife,chair2,dog,2.3594835e-25,3.5653776e-18,3.81114e-11,0,0,1,chair,,,0,1
knife,keyboard3,dog,1.0903435e-17,7.686928e-18,1.8049947e-08,0,0,1,knife,,,1,0
knife,elephant2,dog,3.206997e-21,5.178255e-29,4.202449e-10,0,0,1,knife,,,1,0
knife,car2,dog,1.1950458e-30,2.7628938e-23,2.725166e-13,0,0,1,car,,,0,1
knife,bird1,dog,4.3862666e-18,4.9209525e-12,1.1793456e-08,0,0,1,bird,,,0,1
knife,keyboard3,dog,1.0903435e-17,7.686928e-18,1.8049947e-08,0,0,1,knife,,,1,0
knife,bottle2,dog,3.743449e-30,2.5182557e-23,7.555075e-13,0,0,1,bottle,,,0,1
knife,bicycle1,dog,1.1056898e-34,1.788e-42,9.497851e-15,0,0,1,knife,,,1,0
knife,keyboard3,dog,1.0903435e-17,7.686928e-18,1.8049947e-08,0,0,1,knife,,,1,0
knife,bear3,dog,1.764976e-23,1.848269e-19,1.4429291e-10,0,0,1,bear,,,0,1
knife,oven2,dog,2.12947e-25,5.299477e-26,3.2241685e-11,0,0,1,knife,,,1,0
knife,boat3,dog,1.0624023e-28,5.901357e-16,1.7596011e-12,0,0,1,boat,,,0,1
knife,truck2,dog,2.6897647e-27,5.7266383e-16,8.040082e-12,0,0,1,truck,,,0,1
knife,dog2,dog,4.971873e-23,1.2217533e-10,1.2217533e-10,0,1,0,dog,,,0,1
knife,bird3,dog,2.4271685e-32,2.0379578e-20,1.11306845e-13,0,0,1,bird,,,0,1
knife,dog1,dog,7.519327e-27,5.5679528e-12,5.5679528e-12,0,1,0,dog,,,0,1
knife,airplane3,dog,8.2362e-31,2.9e-42,2.324856e-13,0,0,1,knife,,,1,0
knife,truck1,dog,1.27956895e-33,1.9889165e-19,2.4396765e-14,0,0,1,truck,,,0,1
knife,elephant2,dog,3.206997e-21,5.178255e-29,4.202449e-10,0,0,1,knife,,,1,0
knife,bird2,dog,4.60913e-28,7.0530994e-18,2.2561371e-12,0,0,1,bird,,,0,1
knife,clock1,dog,3.4486003e-30,2.0898666e-25,2.7348173e-13,0,0,1,clock,,,0,1
knife,oven2,dog,2.12947e-25,5.299477e-26,3.2241685e-11,0,0,1,knife,,,1,0
knife,boat3,dog,1.0624023e-28,5.901357e-16,1.7596011e-12,0,0,1,boat,,,0,1
knife,airplane3,dog,8.2362e-31,2.9e-42,2.324856e-13,0,0,1,knife,,,1,0
knife,car3,dog,1.5386996e-32,1.1560101e-24,5.1574017e-14,0,0,1,car,,,0,1
knife,bottle3,dog,1.3434536e-35,1.113378e-27,4.3127377e-15,0,0,1,bottle,,,0,1
knife,cat1,dog,5.294082e-26,7.6082e-25,1.31563e-11,0,0,1,cat,,,0,1
knife,bird1,dog,4.3862666e-18,4.9209525e-12,1.1793456e-08,0,0,1,bird,,,0,1
knife,cat2,dog,5.231961e-28,1.035268e-26,1.6614602e-12,0,0,1,cat,,,0,1
knife,airplane1,dog,1.4921476e-35,0.0,3.2305e-15,0,0,1,knife,,,1,0
knife,clock2,dog,1.3065465e-30,1.03907e-25,2.5645182e-13,0,0,1,clock,,,0,1
knife,bear2,dog,1.07513414e-29,1.4325868e-24,5.085153e-13,0,0,1,bear,,,0,1
knife,bicycle1,dog,1.1056898e-34,1.788e-42,9.497851e-15,0,0,1,knife,,,1,0
knife,bottle3,dog,1.3434536e-35,1.113378e-27,4.3127377e-15,0,0,1,bottle,,,0,1
knife,dog1,dog,7.519327e-27,5.5679528e-12,5.5679528e-12,0,1,0,dog,,,0,1
knife,cat3,dog,6.833232e-23,4.9069445e-22,1.4984437e-10,0,0,1,cat,,,0,1
knife,boat1,dog,1.6933033e-35,1.6176586e-19,7.4295335e-15,0,0,1,boat,,,0,1
knife,car2,dog,1.1950458e-30,2.7628938e-23,2.725166e-13,0,0,1,car,,,0,1
knife,bear3,dog,1.764976e-23,1.848269e-19,1.4429291e-10,0,0,1,bear,,,0,1
knife,clock2,dog,1.3065465e-30,1.03907e-25,2.5645182e-13,0,0,1,clock,,,0,1
knife,truck3,dog,2.9499507e-27,5.373902e-16,5.0493433e-12,0,0,1,truck,,,0,1
knife,chair3,dog,1.2576649e-28,5.4760106e-20,1.4345417e-12,0,0,1,chair,,,0,1
knife,oven3,dog,1.7138072e-26,5.0693095e-27,7.859705e-12,0,0,1,knife,,,1,0
knife,bear1,dog,5.8372177e-24,5.7331837e-20,8.1477464e-11,0,0,1,bear,,,0,1
knife,boat1,dog,1.6933033e-35,1.6176586e-19,7.4295335e-15,0,0,1,boat,,,0,1
knife,truck3,dog,2.9499507e-27,5.373902e-16,5.0493433e-12,0,0,1,truck,,,0,1
knife,airplane1,dog,1.4921476e-35,0.0,3.2305e-15,0,0,1,knife,,,1,0
knife,bicycle1,dog,1.1056898e-34,1.788e-42,9.497851e-15,0,0,1,knife,,,1,0
knife,bird1,dog,4.3862666e-18,4.9209525e-12,1.1793456e-08,0,0,1,bird,,,0,1
knife,oven3,dog,1.7138072e-26,5.0693095e-27,7.859705e-12,0,0,1,knife,,,1,0
knife,bottle3,dog,1.3434536e-35,1.113378e-27,4.3127377e-15,0,0,1,bottle,,,0,1
knife,keyboard3,dog,1.0903435e-17,7.686928e-18,1.8049947e-08,0,0,1,knife,,,1,0
knife,chair1,dog,1.08304e-23,4.9312763e-17,1.4214686e-10,0,0,1,chair,,,0,1
knife,car3,dog,1.5386996e-32,1.1560101e-24,5.1574017e-14,0,0,1,car,,,0,1
knife,clock3,dog,1.3839057e-29,4.3734345e-25,4.2326196e-13,0,0,1,clock,,,0,1
knife,bear2,dog,1.07513414e-29,1.4325868e-24,5.085153e-13,0,0,1,bear,,,0,1
knife,elephant1,dog,2.4219765e-27,1.6542326e-37,2.6654057e-12,0,0,1,knife,,,1,0
knife,car2,dog,1.1950458e-30,2.7628938e-23,2.725166e-13,0,0,1,car,,,0,1
knife,truck2,dog,2.6897647e-27,5.7266383e-16,8.040082e-12,0,0,1,truck,,,0,1
knife,oven1,dog,1.6819762e-31,2.5618022e-32,8.1795756e-14,0,0,1,knife,,,1,0
knife,keyboard1,dog,6.0441446e-24,3.0401646e-24,8.7398214e-11,0,0,1,knife,,,1,0
knife,chair1,dog,1.08304e-23,4.9312763e-17,1.4214686e-10,0,0,1,chair,,,0,1
knife,clock2,dog,1.3065465e-30,1.03907e-25,2.5645182e-13,0,0,1,clock,,,0,1
knife,cat2,dog,5.231961e-28,1.035268e-26,1.6614602e-12,0,0,1,cat,,,0,1
knife,cat2,dog,5.231961e-28,1.035268e-26,1.6614602e-12,0,0,1,cat,,,0,1
knife,bicycle2,dog,5.6685794e-32,9.271823e-39,7.685291e-14,0,0,1,knife,,,1,0
knife,elephant2,dog,3.206997e-21,5.178255e-29,4.202449e-10,0,0,1,knife,,,1,0
knife,boat1,dog,1.6933033e-35,1.6176586e-19,7.4295335e-15,0,0,1,boat,,,0,1
knife,bicycle3,dog,1.9734095e-32,1.071328e-39,8.087596e-14,0,0,1,knife,,,1,0
knife,dog1,dog,7.519327e-27,5.5679528e-12,5.5679528e-12,0,1,0,dog,,,0,1
knife,bottle2,dog,3.743449e-30,2.5182557e-23,7.555075e-13,0,0,1,bottle,,,0,1
knife,dog1,dog,7.519327e-27,5.5679528e-12,5.5679528e-12,0,1,0,dog,,,0,1
knife,elephant3,dog,1.6400663e-28,2.553454e-39,1.1623632e-12,0,0,1,knife,,,1,0
