Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
knife,airplane2,car,2.6805734e-05,0.0010468515,0.021769963,0,0,1,airplane,,,0,1
knife,chair1,car,2.2148582e-07,0.00081255374,0.22666605,0,0,1,chair,,,0,1
knife,chair2,bottle,8.598182e-07,0.00024741393,0.00033812612,0,0,1,chair,,,0,1
knife,keyboard3,bottle,1.2823002e-05,0.00016848795,0.0043787328,0,0,1,keyboard,,,0,1
knife,elephant2,elephant,7.2854084e-07,0.4776802,0.4776802,0,1,0,elephant,,,0,1
knife,car2,bottle,1.2092943e-05,3.3690376e-05,0.0037867934,0,0,1,car,,,0,1
knife,bird1,bird,3.2756618e-06,0.0015110323,0.0015110323,0,1,0,bird,,,0,1
knife,keyboard3,bottle,1.2823002e-05,0.00016848795,0.0043787328,0,0,1,keyboard,,,0,1
knife,bottle2,bottle,7.124166e-10,0.016948193,0.016948193,0,1,0,bottle,,,0,1
knife,bicycle1,bicycle,3.4246084e-05,0.002686225,0.002686225,0,1,0,bicycle,,,0,1
knife,keyboard3,bottle,1.2823002e-05,0.00016848795,0.0043787328,0,0,1,keyboard,,,0,1
knife,bear3,bear,3.944656e-08,0.20244478,0.20244478,0,1,0,bear,,,0,1
knife,oven2,bottle,0.00021764108,0.009785671,0.017800821,0,0,1,oven,,,0,1
knife,boat3,boat,1.6405454e-06,0.00030092278,0.00030092278,0,1,0,boat,,,0,1
knife,truck2,truck,2.945394e-05,0.055170964,0.055170964,0,1,0,truck,,,0,1
knife,dog2,dog,1.1780935e-05,0.007403081,0.007403081,0,1,0,dog,,,0,1
knife,bird3,oven,0.00037930196,0.0021031,0.00414671,0,0,1,bird,,,0,1
knife,dog1,dog,1.8298947e-06,0.0042672735,0.0042672735,0,1,0,dog,,,0,1
knife,airplane3,car,0.000682319,0.00019826357,0.0019452694,0,0,1,knife,,,1,0
knife,truck1,bottle,7.175969e-05,0.0011006771,0.015933726,0,0,1,truck,,,0,1
knife,elephant2,elephant,7.2854084e-07,0.4776802,0.4776802,0,1,0,elephant,,,0,1
knife,bird2,bottle,0.00017101853,0.0016380851,0.006593677,0,0,1,bird,,,0,1
knife,clock1,clock,2.1078287e-05,0.08621249,0.08621249,0,1,0,clock,,,0,1
knife,oven2,bottle,0.00021764108,0.009785671,0.017800821,0,0,1,oven,,,0,1
knife,boat3,boat,1.6405454e-06,0.00030092278,0.00030092278,0,1,0,boat,,,0,1
knife,airplane3,car,0.000682319,0.00019826357,0.0019452694,0,0,1,knife,,,1,0
knife,car3,car,1.8011916e-06,0.19214116,0.19214116,0,1,0,car,,,0,1
knife,bottle3,bottle,2.9002272e-09,0.1418084,0.1418084,0,1,0,bottle,,,0,1
knife,cat1,bear,1.1485425e-05,0.005227074,0.005493453,0,0,1,cat,,,0,1
knife,bird1,bird,3.2756618e-06,0.0015110323,0.0015110323,0,1,0,bird,,,0,1
knife,cat2,cat,3.9284087e-09,0.02644062,0.02644062,0,1,0,cat,,,0,1
knife,airplane1,clock,0.00059107365,0.0011553313,0.0011773681,0,0,1,airplane,,,0,1
knife,clock2,bottle,3.2640317e-05,0.0024107338,0.008127007,0,0,1,clock,,,0,1
knife,bear2,bear,1.0943423e-07,0.20622967,0.20622967,0,1,0,bear,,,0,1
knife,bicycle1,bicycle,3.4246084e-05,0.002686225,0.002686225,0,1,0,bicycle,,,0,1
knife,bottle3,bottle,2.9002272e-09,0.1418084,0.1418084,0,1,0,bottle,,,0,1
knife,dog1,dog,1.8298947e-06,0.0042672735,0.0042672735,0,1,0,dog,,,0,1
knife,cat3,bird,2.0198311e-07,3.784586e-05,0.00037226206,0,0,1,cat,,,0,1
knife,boat1,boat,4.7671605e-05,0.008941017,0.008941017,0,1,0,boat,,,0,1
knife,car2,bottle,1.2092943e-05,3.3690376e-05,0.0037867934,0,0,1,car,,,0,1
knife,bear3,bear,3.944656e-08,0.20244478,0.20244478,0,1,0,bear,,,0,1
knife,clock2,bottle,3.2640317e-05,0.0024107338,0.008127007,0,0,1,clock,,,0,1
knife,truck3,bottle,5.8770047e-06,0.023028664,0.04222862,0,0,1,truck,,,0,1
knife,chair3,chair,9.656583e-06,0.0024701431,0.0024701431,0,1,0,chair,,,0,1
knife,oven3,oven,0.00017345208,0.0010867069,0.0010867069,0,1,0,oven,,,0,1
knife,bear1,bear,3.835099e-07,0.17295025,0.17295025,0,1,0,bear,,,0,1
knife,boat1,boat,4.7671605e-05,0.008941017,0.008941017,0,1,0,boat,,,0,1
knife,truck3,bottle,5.8770047e-06,0.023028664,0.04222862,0,0,1,truck,,,0,1
knife,airplane1,clock,0.00059107365,0.0011553313,0.0011773681,0,0,1,airplane,,,0,1
knife,bicycle1,bicycle,3.4246084e-05,0.002686225,0.002686225,0,1,0,bicycle,,,0,1
knife,bird1,bird,3.2756618e-06,0.0015110323,0.0015110323,0,1,0,bird,,,0,1
knife,oven3,oven,0.00017345208,0.0010867069,0.0010867069,0,1,0,oven,,,0,1
knife,bottle3,bottle,2.9002272e-09,0.1418084,0.1418084,0,1,0,bottle,,,0,1
knife,keyboard3,bottle,1.2823002e-05,0.00016848795,0.0043787328,0,0,1,keyboard,,,0,1
knife,chair1,car,2.2148582e-07,0.00081255374,0.22666605,0,0,1,chair,,,0,1
knife,car3,car,1.8011916e-06,0.19214116,0.19214116,0,1,0,car,,,0,1
knife,clock3,clock,1.2592546e-05,0.0020032893,0.0020032893,0,1,0,clock,,,0,1
knife,bear2,bear,1.0943423e-07,0.20622967,0.20622967,0,1,0,bear,,,0,1
knife,elephant1,elephant,1.2728619e-08,0.44906312,0.44906312,0,1,0,elephant,,,0,1
knife,car2,bottle,1.2092943e-05,3.3690376e-05,0.0037867934,0,0,1,car,,,0,1
knife,truck2,truck,2.945394e-05,0.055170964,0.055170964,0,1,0,truck,,,0,1
knife,oven1,oven,1.0917015e-05,0.0004128227,0.0004128227,0,1,0,oven,,,0,1
knife,keyboard1,bottle,0.00019851155,0.0011444,0.011955489,0,0,1,keyboard,,,0,1
knife,chair1,car,2.2148582e-07,0.00081255374,0.22666605,0,0,1,chair,,,0,1
knife,clock2,bottle,3.2640317e-05,0.0024107338,0.008127007,0,0,1,clock,,,0,1
knife,cat2,cat,3.9284087e-09,0.02644062,0.02644062,0,1,0,cat,,,0,1
knife,cat2,cat,3.9284087e-09,0.02644062,0.02644062,0,1,0,cat,,,0,1
knife,bicycle2,bottle,4.4486887e-06,5.6459096e-05,0.008084678,0,0,1,bicycle,,,0,1
knife,elephant2,elephant,7.2854084e-07,0.4776802,0.4776802,0,1,0,elephant,,,0,1
knife,boat1,boat,4.7671605e-05,0.008941017,0.008941017,0,1,0,boat,,,0,1
knife,bicycle3,bottle,4.9287475e-05,8.3628875e-05,0.00061694864,0,0,1,bicycle,,,0,1
knife,dog1,dog,1.8298947e-06,0.0042672735,0.0042672735,0,1,0,dog,,,0,1
knife,bottle2,bottle,7.124166e-10,0.016948193,0.016948193,0,1,0,bottle,,,0,1
knife,dog1,dog,1.8298947e-06,0.0042672735,0.0042672735,0,1,0,dog,,,0,1
knife,elephant3,elephant,2.667697e-08,0.4502621,0.4502621,0,1,0,elephant,,,0,1
