Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
boat,keyboard3,dog,2.2716845e-20,1.392328e-37,1.9141954e-15,0,0,1,boat,,,1,0
boat,bottle2,dog,1.3561834e-22,4.5431907e-32,5.855318e-17,0,0,1,boat,,,1,0
boat,elephant3,dog,3.252054e-19,0.0,1.5620999e-14,0,0,1,boat,,,1,0
boat,bicycle2,dog,1.1011876e-20,1e-45,1.3194494e-15,0,0,1,boat,,,1,0
boat,bicycle3,dog,5.4609224e-24,0.0,1.9343664e-18,0,0,1,boat,,,1,0
boat,chair3,dog,2.7263403e-19,1.9287378e-23,1.159479e-14,0,0,1,boat,,,1,0
boat,truck1,dog,6.2882684e-23,9.479811e-24,3.718717e-17,0,0,1,boat,,,1,0
boat,clock2,dog,1.9308738e-22,1.1442551e-34,9.435268e-17,0,0,1,boat,,,1,0
boat,airplane2,dog,1.678129e-22,0.0,5.767357e-17,0,0,1,boat,,,1,0
boat,bear1,dog,7.639038e-19,9.988612e-28,6.002896e-14,0,0,1,boat,,,1,0
boat,car3,dog,9.926474e-24,1.7121318e-32,3.3311343e-18,0,0,1,boat,,,1,0
boat,bottle1,dog,4.9243995e-22,8.291808e-31,1.8627207e-16,0,0,1,boat,,,1,0
boat,oven1,dog,1.6457866e-19,1.0026795e-34,1.5629115e-14,0,0,1,boat,,,1,0
boat,bicycle3,dog,5.4609224e-24,0.0,1.9343664e-18,0,0,1,boat,,,1,0
boat,dog3,dog,3.777936e-19,5.267404e-14,5.267404e-14,0,1,0,dog,,,0,1
boat,dog2,dog,8.07838e-19,3.6311635e-14,3.6311635e-14,0,1,0,dog,,,0,1
boat,clock3,dog,6.0688836e-23,6.879264e-35,1.836469e-17,0,0,1,boat,,,1,0
boat,keyboard1,dog,9.5932675e-21,6.0312906e-38,5.26647e-16,0,0,1,boat,,,1,0
boat,dog3,dog,3.777936e-19,5.267404e-14,5.267404e-14,0,1,0,dog,,,0,1
boat,oven3,dog,3.6096066e-21,1.064908e-39,7.275212e-16,0,0,1,boat,,,1,0
boat,elephant2,dog,1.6302458e-20,0.0,2.8945405e-15,0,0,1,boat,,,1,0
boat,knife2,dog,1.3667843e-21,1.0315188e-38,2.1725969e-16,0,0,1,boat,,,1,0
boat,truck2,dog,8.83311e-22,1.6710789e-22,2.193549e-16,0,0,1,boat,,,1,0
boat,cat3,dog,2.2949144e-20,2.350903e-35,3.2145699e-15,0,0,1,boat,,,1,0
boat,bottle2,dog,1.3561834e-22,4.5431907e-32,5.855318e-17,0,0,1,boat,,,1,0
boat,oven1,dog,1.6457866e-19,1.0026795e-34,1.5629115e-14,0,0,1,boat,,,1,0
boat,bird3,dog,2.6922436e-20,1.4194863e-22,4.064709e-15,0,0,1,boat,,,1,0
boat,clock1,dog,6.854273e-21,2.6267644e-32,4.6753773e-16,0,0,1,boat,,,1,0
boat,chair3,dog,2.7263403e-19,1.9287378e-23,1.159479e-14,0,0,1,boat,,,1,0
boat,cat3,dog,2.2949144e-20,2.350903e-35,3.2145699e-15,0,0,1,boat,,,1,0
boat,dog2,dog,8.07838e-19,3.6311635e-14,3.6311635e-14,0,1,0,dog,,,0,1
boat,knife2,dog,1.3667843e-21,1.0315188e-38,2.1725969e-16,0,0,1,boat,,,1,0
boat,truck2,dog,8.83311e-22,1.6710789e-22,2.193549e-16,0,0,1,boat,,,1,0
boat,chair2,dog,1.3917924e-20,4.1092248e-26,1.0941614e-15,0,0,1,boat,,,1,0
boat,airplane2,dog,1.678129e-22,0.0,5.767357e-17,0,0,1,boat,,,1,0
boat,knife2,dog,1.3667843e-21,1.0315188e-38,2.1725969e-16,0,0,1,boat,,,1,0
boat,chair2,dog,1.3917924e-20,4.1092248e-26,1.0941614e-15,0,0,1,boat,,,1,0
boat,bear1,dog,7.639038e-19,9.988612e-28,6.002896e-14,0,0,1,boat,,,1,0
boat,bottle1,dog,4.9243995e-22,8.291808e-31,1.8627207e-16,0,0,1,boat,,,1,0
boat,car3,dog,9.926474e-24,1.7121318e-32,3.3311343e-18,0,0,1,boat,,,1,0
boat,car3,dog,9.926474e-24,1.7121318e-32,3.3311343e-18,0,0,1,boat,,,1,0
boat,cat1,dog,4.6047636e-20,3.290656e-34,6.325883e-15,0,0,1,boat,,,1,0
boat,elephant1,dog,5.2272867e-19,0.0,9.917003e-15,0,0,1,boat,,,1,0
boat,bird1,dog,1.0619397e-18,1.0480546e-20,3.9029184e-14,0,0,1,boat,,,1,0
boat,airplane2,dog,1.678129e-22,0.0,5.767357e-17,0,0,1,boat,,,1,0
boat,bottle2,dog,1.3561834e-22,4.5431907e-32,5.855318e-17,0,0,1,boat,,,1,0
boat,airplane1,dog,2.8368868e-23,0.0,7.893849e-18,0,0,1,boat,,,1,0
boat,chair1,dog,1.4331975e-21,3.1582792e-27,5.1570484e-16,0,0,1,boat,,,1,0
boat,cat3,dog,2.2949144e-20,2.350903e-35,3.2145699e-15,0,0,1,boat,,,1,0
boat,bear3,dog,4.6219024e-21,4.265953e-32,7.473995e-16,0,0,1,boat,,,1,0
boat,car2,dog,2.5869927e-20,4.375346e-27,3.68251e-15,0,0,1,boat,,,1,0
