Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
bottle,elephant2,dog,7.749435e-28,0.0,1.0932852e-14,0,0,1,bottle,,,1,0
bottle,keyboard2,dog,7.355656e-29,1.3445371e-37,5.7159397e-15,0,0,1,bottle,,,1,0
bottle,oven2,dog,1.5071601e-29,1.540897e-39,2.368475e-15,0,0,1,bottle,,,1,0
bottle,keyboard3,dog,4.503188e-29,7.141873e-38,2.2488547e-15,0,0,1,bottle,,,1,0
bottle,boat1,dog,7.694863e-34,1.3647614e-23,6.0168725e-18,0,0,1,boat,,,0,1
bottle,clock1,dog,2.4049303e-31,7.891061e-34,1.7739928e-16,0,0,1,bottle,,,1,0
bottle,car1,dog,8.8404146e-32,3.0640003e-31,5.5603584e-17,0,0,1,car,,,0,1
bottle,bird1,dog,1.7232545e-27,4.8472294e-22,1.4954099e-14,0,0,1,bird,,,0,1
bottle,dog1,dog,3.7003361e-28,7.620156e-15,7.620156e-15,0,1,0,dog,,,0,1
bottle,truck2,dog,2.4803176e-29,8.13014e-22,2.402144e-15,0,0,1,truck,,,0,1
bottle,bird3,dog,6.9170625e-31,1.1129932e-24,2.2661353e-16,0,0,1,bird,,,0,1
bottle,chair2,dog,1.7089568e-30,2.045269e-27,4.621659e-16,0,0,1,chair,,,0,1
bottle,bird1,dog,1.7232545e-27,4.8472294e-22,1.4954099e-14,0,0,1,bird,,,0,1
bottle,dog2,dog,3.1313965e-28,8.138719e-15,8.138719e-15,0,1,0,dog,,,0,1
bottle,cat2,dog,1.7074638e-28,2.2909368e-35,6.076393e-15,0,0,1,bottle,,,1,0
bottle,clock2,dog,1.7246144e-30,2.918139e-33,2.9525803e-16,0,0,1,bottle,,,1,0
bottle,boat3,dog,6.673727e-31,1.2324149e-21,3.0460467e-16,0,0,1,boat,,,0,1
bottle,car1,dog,8.8404146e-32,3.0640003e-31,5.5603584e-17,0,0,1,car,,,0,1
bottle,bear2,dog,8.013946e-30,4.5578277e-32,8.749062e-16,0,0,1,bottle,,,1,0
bottle,oven3,dog,1.0880474e-29,1.404266e-39,1.168242e-15,0,0,1,bottle,,,1,0
bottle,dog3,dog,3.5579562e-30,6.37385e-16,6.37385e-16,0,1,0,dog,,,0,1
bottle,keyboard3,dog,4.503188e-29,7.141873e-38,2.2488547e-15,0,0,1,bottle,,,1,0
