Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
bird,chair1,dog,9.828559e-22,2.0332182e-24,1.6615957e-14,0,0,1,bird,,,1,0
bird,knife2,dog,2.2624717e-21,2.8753028e-34,1.8984153e-14,0,0,1,bird,,,1,0
bird,truck2,dog,7.5193535e-22,9.346333e-20,1.1243184e-14,0,0,1,truck,,,0,1
bird,bear3,dog,4.7866505e-22,4.4173132e-29,9.101142e-15,0,0,1,bird,,,1,0
bird,bottle1,dog,2.2140189e-23,4.0223176e-29,7.2841546e-16,0,0,1,bird,,,1,0
bird,chair1,dog,9.828559e-22,2.0332182e-24,1.6615957e-14,0,0,1,bird,,,1,0
bird,airplane1,dog,1.1071876e-22,0.0,2.7092035e-15,0,0,1,bird,,,1,0
bird,oven1,dog,2.0216698e-21,3.6848545e-35,2.9388313e-14,0,0,1,bird,,,1,0
bird,keyboard2,dog,4.0066476e-21,2.7917738e-34,3.4819315e-14,0,0,1,bird,,,1,0
bird,boat3,dog,2.0215567e-22,9.521159e-20,4.262992e-15,0,0,1,boat,,,0,1
bird,cat3,dog,1.235674e-18,1.7640767e-28,6.217055e-13,0,0,1,bird,,,1,0
bird,oven3,dog,2.405192e-20,5.5600604e-33,9.33687e-14,0,0,1,bird,,,1,0
bird,boat3,dog,2.0215567e-22,9.521159e-20,4.262992e-15,0,0,1,boat,,,0,1
bird,elephant2,dog,1.3296785e-18,1.21624e-40,1.772499e-12,0,0,1,bird,,,1,0
bird,bicycle3,dog,2.3850044e-23,0.0,9.281187e-16,0,0,1,bird,,,1,0
bird,bear3,dog,4.7866505e-22,4.4173132e-29,9.101142e-15,0,0,1,bird,,,1,0
bird,clock1,dog,1.968789e-22,8.56926e-31,7.463455e-15,0,0,1,bird,,,1,0
bird,truck3,dog,3.184996e-20,5.972684e-19,1.9858938e-13,0,0,1,truck,,,0,1
bird,bicycle2,dog,2.4475113e-22,4.2e-44,1.88629e-15,0,0,1,bird,,,1,0
bird,clock3,dog,1.4070628e-21,4.7742205e-29,4.944488e-15,0,0,1,bird,,,1,0
bird,bottle1,dog,2.2140189e-23,4.0223176e-29,7.2841546e-16,0,0,1,bird,,,1,0
bird,cat1,dog,1.1546897e-19,7.4596134e-30,4.890174e-13,0,0,1,bird,,,1,0
bird,keyboard2,dog,4.0066476e-21,2.7917738e-34,3.4819315e-14,0,0,1,bird,,,1,0
bird,knife2,dog,2.2624717e-21,2.8753028e-34,1.8984153e-14,0,0,1,bird,,,1,0
bird,keyboard3,dog,4.0835138e-19,1.7080142e-30,4.8595454e-13,0,0,1,bird,,,1,0
bird,bear2,dog,8.0603435e-21,2.2010904e-27,5.460366e-14,0,0,1,bird,,,1,0
bird,truck1,dog,9.824103e-24,7.0751226e-22,2.8337567e-16,0,0,1,truck,,,0,1
bird,bear3,dog,4.7866505e-22,4.4173132e-29,9.101142e-15,0,0,1,bird,,,1,0
bird,car3,dog,2.2661073e-22,3.1101097e-27,6.465904e-15,0,0,1,bird,,,1,0
bird,oven1,dog,2.0216698e-21,3.6848545e-35,2.9388313e-14,0,0,1,bird,,,1,0
bird,bicycle1,dog,8.022381e-25,0.0,1.6831491e-16,0,0,1,bird,,,1,0
bird,car2,dog,5.326799e-23,1.3756717e-27,3.0660308e-15,0,0,1,bird,,,1,0
bird,knife1,dog,5.9786304e-21,2.8098229e-33,9.4983795e-14,0,0,1,bird,,,1,0
bird,elephant2,dog,1.3296785e-18,1.21624e-40,1.772499e-12,0,0,1,bird,,,1,0
bird,dog2,dog,6.9129076e-19,6.988529e-13,6.988529e-13,0,1,0,dog,,,0,1
bird,bear1,dog,1.4826272e-20,2.4289653e-27,3.6480953e-14,0,0,1,bird,,,1,0
bird,boat1,dog,6.0715335e-25,1.1077595e-21,1.8669325e-16,0,0,1,boat,,,0,1
bird,keyboard3,dog,4.0835138e-19,1.7080142e-30,4.8595454e-13,0,0,1,bird,,,1,0
bird,knife3,dog,2.4227597e-20,1.7129981e-32,1.3136218e-13,0,0,1,bird,,,1,0
bird,clock1,dog,1.968789e-22,8.56926e-31,7.463455e-15,0,0,1,bird,,,1,0
bird,chair1,dog,9.828559e-22,2.0332182e-24,1.6615957e-14,0,0,1,bird,,,1,0
bird,cat3,dog,1.235674e-18,1.7640767e-28,6.217055e-13,0,0,1,bird,,,1,0
bird,dog1,dog,3.97314e-20,1.8310834e-13,1.8310834e-13,0,1,0,dog,,,0,1
bird,dog2,dog,6.9129076e-19,6.988529e-13,6.988529e-13,0,1,0,dog,,,0,1
bird,chair2,dog,7.673451e-21,3.2648343e-23,3.1045574e-14,0,0,1,bird,,,1,0
bird,cat2,dog,1.9161817e-20,3.135666e-31,6.630153e-14,0,0,1,bird,,,1,0
bird,oven1,dog,2.0216698e-21,3.6848545e-35,2.9388313e-14,0,0,1,bird,,,1,0
bird,car3,dog,2.2661073e-22,3.1101097e-27,6.465904e-15,0,0,1,bird,,,1,0
bird,truck2,dog,7.5193535e-22,9.346333e-20,1.1243184e-14,0,0,1,truck,,,0,1
bird,boat1,dog,6.0715335e-25,1.1077595e-21,1.8669325e-16,0,0,1,boat,,,0,1
bird,chair1,dog,9.828559e-22,2.0332182e-24,1.6615957e-14,0,0,1,bird,,,1,0
bird,clock3,dog,1.4070628e-21,4.7742205e-29,4.944488e-15,0,0,1,bird,,,1,0
bird,bicycle2,dog,2.4475113e-22,4.2e-44,1.88629e-15,0,0,1,bird,,,1,0
bird,oven3,dog,2.405192e-20,5.5600604e-33,9.33687e-14,0,0,1,bird,,,1,0
bird,bicycle1,dog,8.022381e-25,0.0,1.6831491e-16,0,0,1,bird,,,1,0
bird,clock1,dog,1.968789e-22,8.56926e-31,7.463455e-15,0,0,1,bird,,,1,0
bird,bottle3,dog,5.427645e-25,4.2717027e-31,1.1125364e-16,0,0,1,bird,,,1,0
bird,car2,dog,5.326799e-23,1.3756717e-27,3.0660308e-15,0,0,1,bird,,,1,0
bird,elephant2,dog,1.3296785e-18,1.21624e-40,1.772499e-12,0,0,1,bird,,,1,0
bird,knife3,dog,2.4227597e-20,1.7129981e-32,1.3136218e-13,0,0,1,bird,,,1,0
bird,elephant2,dog,1.3296785e-18,1.21624e-40,1.772499e-12,0,0,1,bird,,,1,0
bird,car2,dog,5.326799e-23,1.3756717e-27,3.0660308e-15,0,0,1,bird,,,1,0
bird,bottle2,dog,3.9540894e-22,2.9756712e-27,1.4761216e-14,0,0,1,bird,,,1,0
bird,elephant1,dog,1.3194855e-20,3e-45,3.0457905e-14,0,0,1,bird,,,1,0
