Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
clock,bicycle1,dog,1.40673685e-30,7.6e-44,4.042615e-15,0,0,1,clock,,,1,0
clock,oven1,dog,3.344198e-28,3.2375534e-34,2.2672843e-14,0,0,1,clock,,,1,0
clock,dog2,dog,7.721175e-15,2.7991016e-08,2.7991016e-08,0,1,0,dog,,,0,1
clock,bottle1,dog,7.1061296e-32,4.1843377e-29,1.2595421e-15,0,0,1,bottle,,,0,1
clock,dog1,dog,9.777e-21,4.4478598e-11,4.4478598e-11,0,1,0,dog,,,0,1
clock,car2,dog,9.807612e-30,1.1397767e-26,1.1511385e-14,0,0,1,car,,,0,1
clock,chair3,dog,6.2476244e-23,1.7061383e-18,6.610317e-12,0,0,1,chair,,,0,1
clock,airplane1,dog,3.64054e-28,6e-45,2.6165166e-14,0,0,1,clock,,,1,0
clock,bicycle1,dog,1.40673685e-30,7.6e-44,4.042615e-15,0,0,1,clock,,,1,0
clock,oven2,dog,4.48308e-28,2.870656e-34,3.662195e-14,0,0,1,clock,,,1,0
clock,bird3,dog,7.7748307e-26,6.5645234e-19,1.1637072e-12,0,0,1,bird,,,0,1
clock,keyboard1,dog,3.877722e-22,1.7918427e-25,9.760356e-12,0,0,1,clock,,,1,0
clock,truck2,dog,3.7016422e-30,3.2441268e-20,5.703685e-15,0,0,1,truck,,,0,1
clock,knife2,dog,6.1843155e-27,1.0926057e-31,1.3838922e-13,0,0,1,clock,,,1,0
clock,car2,dog,9.807612e-30,1.1397767e-26,1.1511385e-14,0,0,1,car,,,0,1
clock,oven3,dog,6.744081e-23,6.476355e-27,4.542149e-12,0,0,1,clock,,,1,0
clock,boat3,dog,1.5488991e-24,2.7347936e-16,3.6678312e-12,0,0,1,boat,,,0,1
clock,bear2,dog,1.02154004e-22,1.3175562e-21,7.996326e-12,0,0,1,bear,,,0,1
clock,oven1,dog,3.344198e-28,3.2375534e-34,2.2672843e-14,0,0,1,clock,,,1,0
clock,elephant2,dog,1.3665211e-15,1.0422642e-23,7.584221e-09,0,0,1,clock,,,1,0
clock,cat1,dog,1.2085186e-27,1.2981535e-31,8.781536e-14,0,0,1,clock,,,1,0
clock,knife1,dog,1.0543385e-25,1.0273022e-29,6.6392204e-13,0,0,1,clock,,,1,0
clock,airplane1,dog,3.64054e-28,6e-45,2.6165166e-14,0,0,1,clock,,,1,0
clock,boat3,dog,1.5488991e-24,2.7347936e-16,3.6678312e-12,0,0,1,boat,,,0,1
clock,elephant3,dog,3.119456e-20,3.2609835e-32,1.4553178e-10,0,0,1,clock,,,1,0
clock,truck3,dog,1.0235237e-27,1.2327992e-18,7.7344937e-14,0,0,1,truck,,,0,1
clock,chair1,dog,5.3997454e-24,7.85383e-20,4.571427e-12,0,0,1,chair,,,0,1
clock,airplane1,dog,3.64054e-28,6e-45,2.6165166e-14,0,0,1,clock,,,1,0
clock,keyboard1,dog,3.877722e-22,1.7918427e-25,9.760356e-12,0,0,1,clock,,,1,0
clock,cat1,dog,1.2085186e-27,1.2981535e-31,8.781536e-14,0,0,1,clock,,,1,0
clock,cat1,dog,1.2085186e-27,1.2981535e-31,8.781536e-14,0,0,1,clock,,,1,0
clock,chair3,dog,6.2476244e-23,1.7061383e-18,6.610317e-12,0,0,1,chair,,,0,1
clock,knife3,dog,1.7986284e-29,2.0415945e-35,1.29376465e-14,0,0,1,clock,,,1,0
clock,bear1,dog,1.3984605e-19,6.75131e-19,2.2905847e-10,0,0,1,bear,,,0,1
clock,oven1,dog,3.344198e-28,3.2375534e-34,2.2672843e-14,0,0,1,clock,,,1,0
clock,bottle1,dog,7.1061296e-32,4.1843377e-29,1.2595421e-15,0,0,1,bottle,,,0,1
clock,car1,dog,7.678795e-25,1.0597849e-21,1.3722354e-12,0,0,1,car,,,0,1
clock,bottle3,dog,3.6904104e-29,5.8476496e-26,3.41936e-14,0,0,1,bottle,,,0,1
clock,boat3,dog,1.5488991e-24,2.7347936e-16,3.6678312e-12,0,0,1,boat,,,0,1
clock,elephant2,dog,1.3665211e-15,1.0422642e-23,7.584221e-09,0,0,1,clock,,,1,0
clock,truck2,dog,3.7016422e-30,3.2441268e-20,5.703685e-15,0,0,1,truck,,,0,1
clock,bird3,dog,7.7748307e-26,6.5645234e-19,1.1637072e-12,0,0,1,bird,,,0,1
clock,airplane2,dog,5.497834e-26,5.1935e-40,4.5258055e-13,0,0,1,clock,,,1,0
clock,bear2,dog,1.02154004e-22,1.3175562e-21,7.996326e-12,0,0,1,bear,,,0,1
clock,cat2,dog,1.2717659e-18,1.08212745e-20,3.7121775e-10,0,0,1,clock,,,1,0
clock,bird2,dog,4.0604123e-25,2.2922585e-18,1.2768479e-12,0,0,1,bird,,,0,1
clock,boat2,dog,8.819223e-33,2.969419e-21,2.7993113e-16,0,0,1,boat,,,0,1
clock,elephant2,dog,1.3665211e-15,1.0422642e-23,7.584221e-09,0,0,1,clock,,,1,0
clock,truck3,dog,1.0235237e-27,1.2327992e-18,7.7344937e-14,0,0,1,truck,,,0,1
clock,cat1,dog,1.2085186e-27,1.2981535e-31,8.781536e-14,0,0,1,clock,,,1,0
clock,keyboard2,dog,3.8695208e-26,5.7567833e-31,7.4504633e-13,0,0,1,clock,,,1,0
clock,bird3,dog,7.7748307e-26,6.5645234e-19,1.1637072e-12,0,0,1,bird,,,0,1
clock,keyboard3,dog,6.093676e-18,4.2320315e-20,1.3745239e-09,0,0,1,clock,,,1,0
clock,elephant2,dog,1.3665211e-15,1.0422642e-23,7.584221e-09,0,0,1,clock,,,1,0
clock,bottle2,dog,2.2642637e-24,5.7882857e-22,2.6408261e-12,0,0,1,bottle,,,0,1
clock,knife1,dog,1.0543385e-25,1.0273022e-29,6.6392204e-13,0,0,1,clock,,,1,0
clock,dog2,dog,7.721175e-15,2.7991016e-08,2.7991016e-08,0,1,0,dog,,,0,1
clock,boat1,dog,3.2275182e-29,5.297365e-19,1.405004e-14,0,0,1,boat,,,0,1
clock,airplane1,dog,3.64054e-28,6e-45,2.6165166e-14,0,0,1,clock,,,1,0
clock,keyboard2,dog,3.8695208e-26,5.7567833e-31,7.4504633e-13,0,0,1,clock,,,1,0
clock,truck3,dog,1.0235237e-27,1.2327992e-18,7.7344937e-14,0,0,1,truck,,,0,1
clock,bird1,dog,6.0517353e-15,6.6553434e-12,3.5740694e-08,0,0,1,bird,,,0,1
clock,chair3,dog,6.2476244e-23,1.7061383e-18,6.610317e-12,0,0,1,chair,,,0,1
