Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
keyboard,knife2,dog,3.8171e-41,4.5406e-41,8.9277524e-17,0,0,1,knife,,,0,1
keyboard,bottle1,dog,3.162386e-39,9.577694e-30,8.984437e-16,0,0,1,bottle,,,0,1
keyboard,chair2,dog,2.2532967e-33,5.925225e-23,5.150448e-14,0,0,1,chair,,,0,1
keyboard,airplane3,dog,3.2968596e-32,2.77e-43,1.8004442e-13,0,0,1,keyboard,,,1,0
keyboard,dog3,dog,5.226057e-30,8.2842506e-13,8.2842506e-13,0,1,0,dog,,,0,1
keyboard,bicycle2,dog,7.515812e-36,6.7e-44,2.2091022e-15,0,0,1,keyboard,,,1,0
keyboard,bicycle1,dog,3.6e-44,0.0,6.2232793e-18,0,0,1,keyboard,,,1,0
keyboard,airplane3,dog,3.2968596e-32,2.77e-43,1.8004442e-13,0,0,1,keyboard,,,1,0
keyboard,oven2,dog,2.2613591e-38,6.607805e-39,1.4425311e-15,0,0,1,keyboard,,,1,0
keyboard,bottle1,dog,3.162386e-39,9.577694e-30,8.984437e-16,0,0,1,bottle,,,0,1
keyboard,truck1,dog,7.84914e-40,9.518384e-23,5.32193e-16,0,0,1,truck,,,0,1
keyboard,bear2,dog,3.5419684e-28,1.013682e-24,4.9804345e-13,0,0,1,bear,,,0,1
keyboard,car3,dog,1.29820415e-36,1.861408e-27,3.2950117e-15,0,0,1,car,,,0,1
keyboard,boat2,dog,5.0405845e-37,2.4932069e-20,2.0065768e-15,0,0,1,boat,,,0,1
keyboard,bicycle3,dog,2.83739e-40,0.0,7.702437e-17,0,0,1,keyboard,,,1,0
keyboard,elephant2,dog,2.0156e-27,4.720045e-38,2.5751432e-12,0,0,1,keyboard,,,1,0
keyboard,truck3,dog,5.7840993e-33,1.8718092e-18,3.295578e-14,0,0,1,truck,,,0,1
keyboard,clock1,dog,7.646252e-39,5.004078e-33,4.3454609e-16,0,0,1,clock,,,0,1
keyboard,elephant2,dog,2.0156e-27,4.720045e-38,2.5751432e-12,0,0,1,keyboard,,,1,0
keyboard,car2,dog,3.1e-44,2.4524113e-33,1.0311457e-17,0,0,1,car,,,0,1
keyboard,truck3,dog,5.7840993e-33,1.8718092e-18,3.295578e-14,0,0,1,truck,,,0,1
keyboard,chair3,dog,1.0159546e-32,4.8225106e-23,2.1877987e-14,0,0,1,chair,,,0,1
keyboard,bear2,dog,3.5419684e-28,1.013682e-24,4.9804345e-13,0,0,1,bear,,,0,1
keyboard,car3,dog,1.29820415e-36,1.861408e-27,3.2950117e-15,0,0,1,car,,,0,1
keyboard,knife1,dog,3.1789492e-36,3.5471367e-36,2.0484772e-15,0,0,1,knife,,,0,1
keyboard,bicycle2,dog,7.515812e-36,6.7e-44,2.2091022e-15,0,0,1,keyboard,,,1,0
keyboard,bird2,dog,5.915609e-37,2.404161e-23,2.1433332e-15,0,0,1,bird,,,0,1
keyboard,oven2,dog,2.2613591e-38,6.607805e-39,1.4425311e-15,0,0,1,keyboard,,,1,0
keyboard,oven1,dog,4.604725e-30,1.5667459e-31,2.8300057e-13,0,0,1,keyboard,,,1,0
keyboard,dog1,dog,1.4531528e-31,8.945229e-14,8.945229e-14,0,1,0,dog,,,0,1
keyboard,clock3,dog,3e-43,1.9925844e-36,1.4103022e-17,0,0,1,clock,,,0,1
keyboard,knife1,dog,3.1789492e-36,3.5471367e-36,2.0484772e-15,0,0,1,knife,,,0,1
keyboard,bottle2,dog,7.1e-44,1.7630727e-33,1.1939441e-17,0,0,1,bottle,,,0,1
keyboard,bear2,dog,3.5419684e-28,1.013682e-24,4.9804345e-13,0,0,1,bear,,,0,1
keyboard,dog2,dog,1.8936933e-38,3.8770816e-16,3.8770816e-16,0,1,0,dog,,,0,1
keyboard,boat2,dog,5.0405845e-37,2.4932069e-20,2.0065768e-15,0,0,1,boat,,,0,1
keyboard,boat2,dog,5.0405845e-37,2.4932069e-20,2.0065768e-15,0,0,1,boat,,,0,1
keyboard,chair2,dog,2.2532967e-33,5.925225e-23,5.150448e-14,0,0,1,chair,,,0,1
keyboard,bird1,dog,1.0399107e-29,2.4494012e-19,5.362682e-13,0,0,1,bird,,,0,1
keyboard,airplane2,dog,2.703682e-33,1e-45,2.3112161e-14,0,0,1,keyboard,,,1,0
keyboard,airplane3,dog,3.2968596e-32,2.77e-43,1.8004442e-13,0,0,1,keyboard,,,1,0
keyboard,car2,dog,3.1e-44,2.4524113e-33,1.0311457e-17,0,0,1,car,,,0,1
keyboard,clock2,dog,2.1664098e-35,3.368706e-30,1.22623605e-14,0,0,1,clock,,,0,1
keyboard,bird1,dog,1.0399107e-29,2.4494012e-19,5.362682e-13,0,0,1,bird,,,0,1
keyboard,knife2,dog,3.8171e-41,4.5406e-41,8.9277524e-17,0,0,1,knife,,,0,1
keyboard,boat2,dog,5.0405845e-37,2.4932069e-20,2.0065768e-15,0,0,1,boat,,,0,1
keyboard,chair2,dog,2.2532967e-33,5.925225e-23,5.150448e-14,0,0,1,chair,,,0,1
keyboard,cat1,dog,1.5107077e-29,2.6892208e-29,3.8113826e-13,0,0,1,cat,,,0,1
keyboard,clock1,dog,7.646252e-39,5.004078e-33,4.3454609e-16,0,0,1,clock,,,0,1
keyboard,bottle2,dog,7.1e-44,1.7630727e-33,1.1939441e-17,0,0,1,bottle,,,0,1
keyboard,bear2,dog,3.5419684e-28,1.013682e-24,4.9804345e-13,0,0,1,bear,,,0,1
keyboard,dog3,dog,5.226057e-30,8.2842506e-13,8.2842506e-13,0,1,0,dog,,,0,1
keyboard,truck2,dog,6.026422e-36,4.3248486e-20,6.9796934e-15,0,0,1,truck,,,0,1
keyboard,cat2,dog,1.2611115e-30,2.4561729e-30,2.0757475e-13,0,0,1,cat,,,0,1
keyboard,bottle1,dog,3.162386e-39,9.577694e-30,8.984437e-16,0,0,1,bottle,,,0,1
keyboard,elephant1,dog,1.202827e-39,0.0,8.436409e-17,0,0,1,keyboard,,,1,0
keyboard,dog3,dog,5.226057e-30,8.2842506e-13,8.2842506e-13,0,1,0,dog,,,0,1
keyboard,cat1,dog,1.5107077e-29,2.6892208e-29,3.8113826e-13,0,0,1,cat,,,0,1
keyboard,elephant1,dog,1.202827e-39,0.0,8.436409e-17,0,0,1,keyboard,,,1,0
keyboard,airplane2,dog,2.703682e-33,1e-45,2.3112161e-14,0,0,1,keyboard,,,1,0
keyboard,bird3,dog,1.81e-43,9.0269584e-27,1.5764775e-17,0,0,1,bird,,,0,1
keyboard,boat1,dog,3e-45,2.6601926e-24,3.8409296e-18,0,0,1,boat,,,0,1
keyboard,cat3,dog,1.20914554e-29,2.7185527e-29,4.1511423e-13,0,0,1,cat,,,0,1
keyboard,cat1,dog,1.5107077e-29,2.6892208e-29,3.8113826e-13,0,0,1,cat,,,0,1
keyboard,car1,dog,3.848798e-39,3.1570957e-29,7.4707925e-16,0,0,1,car,,,0,1
keyboard,oven2,dog,2.2613591e-38,6.607805e-39,1.4425311e-15,0,0,1,keyboard,,,1,0
keyboard,bird3,dog,1.81e-43,9.0269584e-27,1.5764775e-17,0,0,1,bird,,,0,1
keyboard,truck3,dog,5.7840993e-33,1.8718092e-18,3.295578e-14,0,0,1,truck,,,0,1
keyboard,knife2,dog,3.8171e-41,4.5406e-41,8.9277524e-17,0,0,1,knife,,,0,1
keyboard,oven3,dog,2.974516e-33,8.957605e-34,8.166873e-14,0,0,1,keyboard,,,1,0
keyboard,chair1,dog,1.824e-42,4.5798274e-29,2.86465e-17,0,0,1,chair,,,0,1
keyboard,bicycle1,dog,3.6e-44,0.0,6.2232793e-18,0,0,1,keyboard,,,1,0
keyboard,elephant3,dog,2.71186e-35,0.0,4.5969253e-15,0,0,1,keyboard,,,1,0
