Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
keyboard,knife2,knife,0.00024552277,0.0046577207,0.0046577207,0,1,0,knife,,,0,1
keyboard,bottle1,bottle,0.0004990055,0.009875865,0.009875865,0,1,0,bottle,,,0,1
keyboard,chair2,bottle,0.00011982594,0.0033606363,0.0035233211,0,0,1,chair,,,0,1
keyboard,airplane3,keyboard,0.23876765,1.5264814e-05,0.23876765,1,0,0,keyboard,,,1,0
keyboard,dog3,knife,0.0003268177,0.002564215,0.01583164,0,0,1,dog,,,0,1
keyboard,bicycle2,chair,0.00016612982,0.0007921091,0.010441828,0,0,1,bicycle,,,0,1
keyboard,bicycle1,chair,0.00019304163,0.00069097,0.001357946,0,0,1,bicycle,,,0,1
keyboard,airplane3,keyboard,0.23876765,1.5264814e-05,0.23876765,1,0,0,keyboard,,,1,0
keyboard,oven2,keyboard,0.00802954,0.0023128334,0.00802954,1,0,0,keyboard,,,1,0
keyboard,bottle1,bottle,0.0004990055,0.009875865,0.009875865,0,1,0,bottle,,,0,1
keyboard,truck1,car,0.0010621104,0.0007142859,0.013277501,0,0,1,keyboard,,,1,0
keyboard,bear2,bear,8.3337345e-06,0.16648622,0.16648622,0,1,0,bear,,,0,1
keyboard,car3,car,0.0005168592,0.17774154,0.17774154,0,1,0,car,,,0,1
keyboard,boat2,boat,4.0359154e-08,0.19950588,0.19950588,0,1,0,boat,,,0,1
keyboard,bicycle3,knife,0.0003462036,5.5196706e-05,0.010350831,0,0,1,keyboard,,,1,0
keyboard,elephant2,elephant,1.0983169e-05,0.365902,0.365902,0,1,0,elephant,,,0,1
keyboard,truck3,keyboard,0.0056165094,0.0004445818,0.0056165094,1,0,0,keyboard,,,1,0
keyboard,clock1,clock,0.0015546138,0.0036338363,0.0036338363,0,1,0,clock,,,0,1
keyboard,elephant2,elephant,1.0983169e-05,0.365902,0.365902,0,1,0,elephant,,,0,1
keyboard,car2,bottle,0.00022103288,0.0031019256,0.0156342,0,0,1,car,,,0,1
keyboard,truck3,keyboard,0.0056165094,0.0004445818,0.0056165094,1,0,0,keyboard,,,1,0
keyboard,chair3,keyboard,0.00631611,0.00040443073,0.00631611,1,0,0,keyboard,,,1,0
keyboard,bear2,bear,8.3337345e-06,0.16648622,0.16648622,0,1,0,bear,,,0,1
keyboard,car3,car,0.0005168592,0.17774154,0.17774154,0,1,0,car,,,0,1
keyboard,knife1,truck,0.000114107315,0.00015332173,0.0027804961,0,0,1,knife,,,0,1
keyboard,bicycle2,chair,0.00016612982,0.0007921091,0.010441828,0,0,1,bicycle,,,0,1
keyboard,bird2,bottle,0.00040890722,8.518907e-05,0.0008260774,0,0,1,keyboard,,,1,0
keyboard,oven2,keyboard,0.00802954,0.0023128334,0.00802954,1,0,0,keyboard,,,1,0
keyboard,oven1,keyboard,0.36611348,5.0004423e-06,0.36611348,1,0,0,keyboard,,,1,0
keyboard,dog1,dog,2.3530489e-05,0.007999785,0.007999785,0,1,0,dog,,,0,1
keyboard,clock3,bottle,0.00072336703,0.0004735402,0.0017885145,0,0,1,keyboard,,,1,0
keyboard,knife1,truck,0.000114107315,0.00015332173,0.0027804961,0,0,1,knife,,,0,1
