Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
boat,keyboard3,bottle,2.1643642e-05,3.9587907e-05,0.008323204,0,0,1,keyboard,,,0,1
boat,bottle2,bottle,5.8446976e-09,0.00054265425,0.00054265425,0,1,0,bottle,,,0,1
boat,elephant3,elephant,2.950523e-08,0.4206726,0.4206726,0,1,0,elephant,,,0,1
boat,bicycle2,bottle,6.877512e-05,5.1497926e-05,0.024001569,0,0,1,boat,,,1,0
boat,bicycle3,bottle,8.004501e-05,0.00028845356,0.0025780145,0,0,1,bicycle,,,0,1
boat,chair3,airplane,0.011511156,0.0011641786,0.013535219,0,0,1,boat,,,1,0
boat,truck1,car,0.0030053824,0.006578806,0.13387619,0,0,1,truck,,,0,1
boat,clock2,car,0.00077430205,0.00088073575,0.020977622,0,0,1,clock,,,0,1
boat,airplane2,boat,0.057712745,0.0032143716,0.057712745,1,0,0,boat,,,1,0
boat,bear1,bear,0.00024334656,0.0880503,0.0880503,0,1,0,bear,,,0,1
boat,car3,car,0.003790733,0.061372038,0.061372038,0,1,0,car,,,0,1
boat,bottle1,bottle,1.762068e-07,0.12110792,0.12110792,0,1,0,bottle,,,0,1
boat,oven1,knife,0.0044095945,0.00048708648,0.024915803,0,0,1,boat,,,1,0
boat,bicycle3,bottle,8.004501e-05,0.00028845356,0.0025780145,0,0,1,bicycle,,,0,1
boat,dog3,dog,9.473843e-05,0.006026517,0.006026517,0,1,0,dog,,,0,1
boat,dog2,dog,5.0023908e-05,0.0058617895,0.0058617895,0,1,0,dog,,,0,1
boat,clock3,clock,9.883555e-06,0.0057464056,0.0057464056,0,1,0,clock,,,0,1
boat,keyboard1,bottle,4.081671e-06,8.3939274e-05,0.0013591257,0,0,1,keyboard,,,0,1
boat,dog3,dog,9.473843e-05,0.006026517,0.006026517,0,1,0,dog,,,0,1
boat,oven3,keyboard,4.287969e-06,0.00023574087,0.0014213434,0,0,1,oven,,,0,1
boat,elephant2,elephant,3.211799e-05,0.33829215,0.33829215,0,1,0,elephant,,,0,1
