Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
bottle,elephant2,elephant,7.761068e-05,0.38802648,0.38802648,0,1,0,elephant,,,0,1
bottle,keyboard2,bottle,0.114382245,8.8608445e-05,0.114382245,1,0,0,bottle,,,1,0
bottle,oven2,bottle,0.008762193,0.00012418558,0.008762193,1,0,0,bottle,,,1,0
bottle,keyboard3,bottle,0.074669115,4.7108833e-06,0.074669115,1,0,0,bottle,,,1,0
bottle,boat1,bottle,0.046876498,0.0064065657,0.046876498,1,0,0,bottle,,,1,0
bottle,clock1,clock,0.011514014,0.100402884,0.100402884,0,1,0,clock,,,0,1
bottle,car1,bottle,0.008780511,0.0017213201,0.008780511,1,0,0,bottle,,,1,0
bottle,bird1,bottle,0.13483174,4.134405e-05,0.13483174,1,0,0,bottle,,,1,0
bottle,dog1,dog,0.00021418463,0.0017521759,0.0017521759,0,1,0,dog,,,0,1
bottle,truck2,bottle,0.034348365,0.0010468228,0.034348365,1,0,0,bottle,,,1,0
bottle,bird3,bottle,0.00031503284,0.00012319966,0.00031503284,1,0,0,bottle,,,1,0
bottle,chair2,bottle,0.016270332,0.0014446009,0.016270332,1,0,0,bottle,,,1,0
bottle,bird1,bottle,0.13483174,4.134405e-05,0.13483174,1,0,0,bottle,,,1,0
bottle,dog2,dog,4.682453e-05,0.009150941,0.009150941,0,1,0,dog,,,0,1
bottle,cat2,cat,7.8202705e-05,0.0066608973,0.0066608973,0,1,0,cat,,,0,1
bottle,clock2,bottle,0.044570405,0.0073398314,0.044570405,1,0,0,bottle,,,1,0
bottle,boat3,bottle,0.09202028,0.0001591404,0.09202028,1,0,0,bottle,,,1,0
bottle,car1,bottle,0.008780511,0.0017213201,0.008780511,1,0,0,bottle,,,1,0
bottle,bear2,bear,4.3579416e-07,0.24871162,0.24871162,0,1,0,bear,,,0,1
bottle,oven3,bottle,0.005164479,0.0011360965,0.005164479,1,0,0,bottle,,,1,0
bottle,dog3,dog,5.4572123e-05,0.0077378117,0.0077378117,0,1,0,dog,,,0,1
bottle,keyboard3,bottle,0.074669115,4.7108833e-06,0.074669115,1,0,0,bottle,,,1,0
