Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
clock,bicycle1,clock,0.052899823,1.4967134e-05,0.052899823,1,0,0,clock,,,1,0
clock,oven1,oven,0.00059922755,0.015273342,0.015273342,0,1,0,oven,,,0,1
clock,dog2,clock,0.06978563,8.104652e-06,0.06978563,1,0,0,clock,,,1,0
clock,bottle1,bottle,0.0018531888,0.009891608,0.009891608,0,1,0,bottle,,,0,1
clock,dog1,bottle,0.0055689546,0.00020915426,0.0089064455,0,0,1,clock,,,1,0
clock,car2,clock,0.017568788,0.0013338723,0.017568788,1,0,0,clock,,,1,0
clock,chair3,clock,0.0044263056,0.00041744456,0.0044263056,1,0,0,clock,,,1,0
clock,airplane1,clock,0.029658131,2.6192488e-06,0.029658131,1,0,0,clock,,,1,0
clock,bicycle1,clock,0.052899823,1.4967134e-05,0.052899823,1,0,0,clock,,,1,0
clock,oven2,oven,0.0004866944,0.019524286,0.019524286,0,1,0,oven,,,0,1
clock,bird3,clock,0.27801254,4.2550238e-07,0.27801254,1,0,0,clock,,,1,0
clock,keyboard1,bottle,0.0031863593,0.000101969024,0.005856762,0,0,1,clock,,,1,0
clock,truck2,car,8.887596e-05,0.008483857,0.011540237,0,0,1,truck,,,0,1
clock,knife2,clock,0.02370704,4.1033058e-05,0.02370704,1,0,0,clock,,,1,0
clock,car2,clock,0.017568788,0.0013338723,0.017568788,1,0,0,clock,,,1,0
clock,oven3,clock,0.0025844707,0.00023093037,0.0025844707,1,0,0,clock,,,1,0
clock,boat3,clock,0.0005150504,0.00015973579,0.0005150504,1,0,0,clock,,,1,0
clock,bear2,clock,0.00325754,5.8085152e-05,0.00325754,1,0,0,clock,,,1,0
clock,oven1,oven,0.00059922755,0.015273342,0.015273342,0,1,0,oven,,,0,1
clock,elephant2,elephant,9.637076e-06,0.4426724,0.4426724,0,1,0,elephant,,,0,1
clock,cat1,dog,4.6504792e-05,0.0012034634,0.0053243595,0,0,1,cat,,,0,1
clock,knife1,clock,0.069025725,2.4484266e-06,0.069025725,1,0,0,clock,,,1,0
clock,airplane1,clock,0.029658131,2.6192488e-06,0.029658131,1,0,0,clock,,,1,0
clock,boat3,clock,0.0005150504,0.00015973579,0.0005150504,1,0,0,clock,,,1,0
clock,elephant3,elephant,0.0012640706,0.078507915,0.078507915,0,1,0,elephant,,,0,1
clock,truck3,clock,0.029719576,0.0009302685,0.029719576,1,0,0,clock,,,1,0
clock,chair1,car,0.00021548371,0.0002834667,0.2474641,0,0,1,chair,,,0,1
clock,airplane1,clock,0.029658131,2.6192488e-06,0.029658131,1,0,0,clock,,,1,0
clock,keyboard1,bottle,0.0031863593,0.000101969024,0.005856762,0,0,1,clock,,,1,0
clock,cat1,dog,4.6504792e-05,0.0012034634,0.0053243595,0,0,1,cat,,,0,1
clock,cat1,dog,4.6504792e-05,0.0012034634,0.0053243595,0,0,1,cat,,,0,1
clock,chair3,clock,0.0044263056,0.00041744456,0.0044263056,1,0,0,clock,,,1,0
clock,knife3,bottle,0.00055767066,0.00012688432,0.0017272186,0,0,1,clock,,,1,0
clock,bear1,bear,1.3206255e-05,0.027701752,0.027701752,0,1,0,bear,,,0,1
clock,oven1,oven,0.00059922755,0.015273342,0.015273342,0,1,0,oven,,,0,1
clock,bottle1,bottle,0.0018531888,0.009891608,0.009891608,0,1,0,bottle,,,0,1
clock,car1,car,0.00021520833,0.0124024,0.0124024,0,1,0,car,,,0,1
clock,bottle3,clock,0.024571246,0.008481869,0.024571246,1,0,0,clock,,,1,0
clock,boat3,clock,0.0005150504,0.00015973579,0.0005150504,1,0,0,clock,,,1,0
clock,elephant2,elephant,9.637076e-06,0.4426724,0.4426724,0,1,0,elephant,,,0,1
clock,truck2,car,8.887596e-05,0.008483857,0.011540237,0,0,1,truck,,,0,1
clock,bird3,clock,0.27801254,4.2550238e-07,0.27801254,1,0,0,clock,,,1,0
clock,airplane2,clock,0.07114522,0.003064797,0.07114522,1,0,0,clock,,,1,0
clock,bear2,clock,0.00325754,5.8085152e-05,0.00325754,1,0,0,clock,,,1,0
clock,cat2,clock,0.021628717,0.0005802382,0.021628717,1,0,0,clock,,,1,0
clock,bird2,clock,0.24258856,7.725924e-07,0.24258856,1,0,0,clock,,,1,0
clock,boat2,boat,0.017857235,0.020935018,0.020935018,0,1,0,boat,,,0,1
clock,elephant2,elephant,9.637076e-06,0.4426724,0.4426724,0,1,0,elephant,,,0,1
clock,truck3,clock,0.029719576,0.0009302685,0.029719576,1,0,0,clock,,,1,0
clock,cat1,dog,4.6504792e-05,0.0012034634,0.0053243595,0,0,1,cat,,,0,1
clock,keyboard2,clock,0.010070961,0.0013473611,0.010070961,1,0,0,clock,,,1,0
clock,bird3,clock,0.27801254,4.2550238e-07,0.27801254,1,0,0,clock,,,1,0
clock,keyboard3,clock,0.15357132,0.00013123332,0.15357132,1,0,0,clock,,,1,0
clock,elephant2,elephant,9.637076e-06,0.4426724,0.4426724,0,1,0,elephant,,,0,1
clock,bottle2,clock,0.011565515,0.0064434805,0.011565515,1,0,0,clock,,,1,0
clock,knife1,clock,0.069025725,2.4484266e-06,0.069025725,1,0,0,clock,,,1,0
clock,dog2,clock,0.06978563,8.104652e-06,0.06978563,1,0,0,clock,,,1,0
clock,boat1,clock,0.12372003,0.00089696655,0.12372003,1,0,0,clock,,,1,0
clock,airplane1,clock,0.029658131,2.6192488e-06,0.029658131,1,0,0,clock,,,1,0
clock,keyboard2,clock,0.010070961,0.0013473611,0.010070961,1,0,0,clock,,,1,0
clock,truck3,clock,0.029719576,0.0009302685,0.029719576,1,0,0,clock,,,1,0
clock,bird1,clock,0.32149136,7.428714e-07,0.32149136,1,0,0,clock,,,1,0
clock,chair3,clock,0.0044263056,0.00041744456,0.0044263056,1,0,0,clock,,,1,0
clock,bottle3,clock,0.024571246,0.008481869,0.024571246,1,0,0,clock,,,1,0
clock,chair2,clock,0.072754316,0.003370931,0.072754316,1,0,0,clock,,,1,0
clock,knife1,clock,0.069025725,2.4484266e-06,0.069025725,1,0,0,clock,,,1,0
clock,dog3,dog,1.0483337e-05,0.003834506,0.003834506,0,1,0,dog,,,0,1
clock,bicycle2,clock,0.0046469783,2.8299104e-05,0.0046469783,1,0,0,clock,,,1,0
clock,dog2,clock,0.06978563,8.104652e-06,0.06978563,1,0,0,clock,,,1,0
clock,bear2,clock,0.00325754,5.8085152e-05,0.00325754,1,0,0,clock,,,1,0
clock,bicycle1,clock,0.052899823,1.4967134e-05,0.052899823,1,0,0,clock,,,1,0
clock,car1,car,0.00021520833,0.0124024,0.0124024,0,1,0,car,,,0,1
clock,bicycle1,clock,0.052899823,1.4967134e-05,0.052899823,1,0,0,clock,,,1,0
clock,bear3,elephant,0.00171628,0.0030921258,0.014341565,0,0,1,bear,,,0,1
clock,car2,clock,0.017568788,0.0013338723,0.017568788,1,0,0,clock,,,1,0
