Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
oven,bottle3,dog,1.4342e-41,1.3479444e-30,3.6716822e-16,0,0,1,bottle,,,0,1
oven,clock3,dog,1.5544393e-25,8.705094e-22,6.798925e-11,0,0,1,clock,,,0,1
oven,elephant3,dog,6.1348834e-31,3.8634e-41,2.1496588e-13,0,0,1,oven,,,1,0
oven,dog3,dog,1.03256894e-22,4.4955878e-10,4.4955878e-10,0,1,0,dog,,,0,1
oven,boat3,dog,1.506457e-28,2.4581868e-15,8.160196e-12,0,0,1,boat,,,0,1
oven,chair3,dog,5.2356587e-34,1.3748537e-22,5.1666198e-14,0,0,1,chair,,,0,1
oven,knife3,dog,1.7124845e-29,1.2279595e-28,5.0331267e-12,0,0,1,knife,,,0,1
oven,bicycle1,dog,1.8143e-41,0.0,2.5675917e-16,0,0,1,oven,,,1,0
oven,car2,dog,2.3099123e-34,5.745435e-25,1.3566147e-13,0,0,1,car,,,0,1
oven,airplane2,dog,4.262623e-33,1.81e-43,1.5899288e-13,0,0,1,oven,,,1,0
oven,elephant1,dog,8.257206e-33,3.1e-44,1.4514004e-13,0,0,1,oven,,,1,0
oven,keyboard2,dog,3.7540482e-36,1.6669346e-35,5.3055315e-14,0,0,1,keyboard,,,0,1
oven,knife1,dog,2.1014097e-35,2.9056466e-34,3.9841167e-14,0,0,1,knife,,,0,1
oven,car1,dog,2.5014603e-36,1.16619164e-26,1.6026344e-14,0,0,1,car,,,0,1
oven,elephant3,dog,6.1348834e-31,3.8634e-41,2.1496588e-13,0,0,1,oven,,,1,0
oven,bird3,dog,1.4705805e-32,1.08196084e-19,5.6171685e-13,0,0,1,bird,,,0,1
oven,car2,dog,2.3099123e-34,5.745435e-25,1.3566147e-13,0,0,1,car,,,0,1
oven,knife3,dog,1.7124845e-29,1.2279595e-28,5.0331267e-12,0,0,1,knife,,,0,1
oven,airplane1,dog,1.3969586e-37,0.0,4.0877467e-15,0,0,1,oven,,,1,0
oven,clock3,dog,1.5544393e-25,8.705094e-22,6.798925e-11,0,0,1,clock,,,0,1
oven,chair1,dog,1.1342198e-32,4.978662e-22,3.7856177e-13,0,0,1,chair,,,0,1
oven,bird1,dog,1.8735415e-30,1.0367286e-18,2.680682e-12,0,0,1,bird,,,0,1
oven,bottle3,dog,1.4342e-41,1.3479444e-30,3.6716822e-16,0,0,1,bottle,,,0,1
oven,car1,dog,2.5014603e-36,1.16619164e-26,1.6026344e-14,0,0,1,car,,,0,1
oven,knife2,dog,7.628206e-30,1.2469164e-28,1.5984215e-12,0,0,1,knife,,,0,1
oven,chair1,dog,1.1342198e-32,4.978662e-22,3.7856177e-13,0,0,1,chair,,,0,1
oven,cat3,dog,1.3883186e-24,1.2814502e-23,9.6809706e-11,0,0,1,cat,,,0,1
oven,bear2,dog,4.0924812e-25,3.134848e-21,7.137088e-11,0,0,1,bear,,,0,1
oven,clock2,dog,1.8590934e-33,5.891953e-28,1.08527086e-13,0,0,1,clock,,,0,1
oven,dog3,dog,1.03256894e-22,4.4955878e-10,4.4955878e-10,0,1,0,dog,,,0,1
oven,clock2,dog,1.8590934e-33,5.891953e-28,1.08527086e-13,0,0,1,clock,,,0,1
oven,dog1,dog,1.3258073e-28,2.0882694e-12,2.0882694e-12,0,1,0,dog,,,0,1
oven,truck3,dog,9.862137e-32,2.4922892e-17,4.12936e-13,0,0,1,truck,,,0,1
oven,cat2,dog,5.721365e-26,3.2071784e-25,1.92078e-11,0,0,1,cat,,,0,1
oven,keyboard3,dog,3.3189343e-27,1.897874e-26,8.8046835e-12,0,0,1,keyboard,,,0,1
oven,boat3,dog,1.506457e-28,2.4581868e-15,8.160196e-12,0,0,1,boat,,,0,1
oven,bear2,dog,4.0924812e-25,3.134848e-21,7.137088e-11,0,0,1,bear,,,0,1
oven,boat2,dog,2.9478933e-34,1.2954155e-18,1.3732857e-13,0,0,1,boat,,,0,1
oven,chair1,dog,1.1342198e-32,4.978662e-22,3.7856177e-13,0,0,1,chair,,,0,1
oven,bird1,dog,1.8735415e-30,1.0367286e-18,2.680682e-12,0,0,1,bird,,,0,1
oven,keyboard1,dog,3.5830351e-31,1.9062146e-30,5.4311113e-13,0,0,1,keyboard,,,0,1
oven,airplane1,dog,1.3969586e-37,0.0,4.0877467e-15,0,0,1,oven,,,1,0
oven,bottle1,dog,1.0556455e-32,3.675512e-24,8.6120667e-13,0,0,1,bottle,,,0,1
oven,clock2,dog,1.8590934e-33,5.891953e-28,1.08527086e-13,0,0,1,clock,,,0,1
oven,bear1,dog,4.115454e-30,6.019933e-25,1.0797795e-12,0,0,1,bear,,,0,1
oven,bottle1,dog,1.0556455e-32,3.675512e-24,8.6120667e-13,0,0,1,bottle,,,0,1
oven,truck3,dog,9.862137e-32,2.4922892e-17,4.12936e-13,0,0,1,truck,,,0,1
oven,airplane2,dog,4.262623e-33,1.81e-43,1.5899288e-13,0,0,1,oven,,,1,0
oven,truck2,dog,8.731534e-33,7.740334e-18,1.2879014e-13,0,0,1,truck,,,0,1
oven,cat1,dog,1.198719e-21,3.4393318e-21,1.4364496e-09,0,0,1,cat,,,0,1
oven,dog3,dog,1.03256894e-22,4.4955878e-10,4.4955878e-10,0,1,0,dog,,,0,1
oven,airplane3,dog,6.820122e-35,0.0,2.5792633e-14,0,0,1,oven,,,1,0
oven,cat2,dog,5.721365e-26,3.2071784e-25,1.92078e-11,0,0,1,cat,,,0,1
oven,boat3,dog,1.506457e-28,2.4581868e-15,8.160196e-12,0,0,1,boat,,,0,1
oven,bicycle1,dog,1.8143e-41,0.0,2.5675917e-16,0,0,1,oven,,,1,0
oven,bear3,dog,3.4903212e-27,8.818278e-22,5.459523e-11,0,0,1,bear,,,0,1
oven,bird3,dog,1.4705805e-32,1.08196084e-19,5.6171685e-13,0,0,1,bird,,,0,1
oven,truck1,dog,2.494e-42,9.81394e-23,1.7472621e-16,0,0,1,truck,,,0,1
oven,elephant2,dog,1.3526612e-31,3.248e-42,4.1457443e-13,0,0,1,oven,,,1,0
oven,keyboard3,dog,3.3189343e-27,1.897874e-26,8.8046835e-12,0,0,1,keyboard,,,0,1
oven,dog2,dog,8.453501e-26,2.003694e-11,2.003694e-11,0,1,0,dog,,,0,1
oven,bicycle2,dog,1.0456408e-34,5.5563e-41,1.7374968e-14,0,0,1,oven,,,1,0
