Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
chair,bear2,dog,2.9108903e-31,2.5346178e-37,9.059615e-19,0,0,1,chair,,,1,0
chair,dog2,dog,3.2986727e-26,2.966598e-15,2.966598e-15,0,1,0,dog,,,0,1
chair,cat3,dog,5.551841e-27,4.5878678e-37,2.4147082e-15,0,0,1,chair,,,1,0
chair,cat2,dog,2.5790438e-31,1.739e-42,1.0174117e-18,0,0,1,chair,,,1,0
chair,bird3,dog,8.610627e-30,1.1151598e-26,1.009718e-16,0,0,1,bird,,,0,1
chair,keyboard3,dog,4.7001213e-32,0.0,9.621711e-19,0,0,1,chair,,,1,0
chair,bicycle3,dog,7.945989e-30,0.0,1.7192608e-17,0,0,1,chair,,,1,0
chair,knife1,dog,1.22917205e-32,0.0,1.4790262e-18,0,0,1,chair,,,1,0
chair,bottle3,dog,1.4938274e-30,2.3723078e-33,1.38764345e-17,0,0,1,chair,,,1,0
chair,cat1,dog,2.8643142e-23,9.53877e-33,3.017188e-14,0,0,1,chair,,,1,0
chair,dog2,dog,3.2986727e-26,2.966598e-15,2.966598e-15,0,1,0,dog,,,0,1
chair,boat1,dog,7.935888e-33,1.6947434e-25,4.5488937e-19,0,0,1,boat,,,0,1
chair,airplane2,dog,1.8818688e-28,0.0,6.902804e-16,0,0,1,chair,,,1,0
chair,bicycle3,dog,7.945989e-30,0.0,1.7192608e-17,0,0,1,chair,,,1,0
chair,bear2,dog,2.9108903e-31,2.5346178e-37,9.059615e-19,0,0,1,chair,,,1,0
chair,bear1,dog,1.4463397e-28,7.06847e-34,3.4033723e-16,0,0,1,chair,,,1,0
chair,elephant1,dog,9.7510054e-32,0.0,8.475144e-19,0,0,1,chair,,,1,0
chair,truck3,dog,4.757692e-29,7.277219e-24,2.9692438e-16,0,0,1,truck,,,0,1
chair,car3,dog,5.12394e-30,2.4200624e-32,1.8727149e-17,0,0,1,chair,,,1,0
chair,boat2,dog,1.4563311e-30,7.922895e-24,6.967907e-17,0,0,1,boat,,,0,1
