Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
bicycle,cat1,dog,0.0,8e-45,8.045314e-19,0,0,1,cat,,,0,1
bicycle,cat1,dog,0.0,8e-45,8.045314e-19,0,0,1,cat,,,0,1
bicycle,truck3,dog,0.0,3.6577387e-28,6.264379e-20,0,0,1,truck,,,0,1
bicycle,bird3,dog,0.0,1.3031167e-29,1.5435442e-19,0,0,1,bird,,,0,1
bicycle,clock3,dog,0.0,4.25193e-40,2.9555308e-19,0,0,1,clock,,,0,1
bicycle,dog1,dog,0.0,3.01502e-19,3.01502e-19,0,1,0,dog,,,0,1
bicycle,chair2,dog,0.0,6.9556554e-34,1.8960295e-19,0,0,1,chair,,,0,1
bicycle,bird3,dog,0.0,1.3031167e-29,1.5435442e-19,0,0,1,bird,,,0,1
bicycle,car2,dog,0.0,3.6611626e-37,1.1119258e-19,0,0,1,car,,,0,1
bicycle,boat1,dog,0.0,1.1311965e-26,1.04727076e-19,0,0,1,boat,,,0,1
bicycle,car1,dog,0.0,1.002671e-39,6.294918e-21,0,0,1,car,,,0,1
bicycle,bear1,dog,0.0,7.7217e-41,6.944359e-20,0,0,1,bear,,,0,1
bicycle,chair2,dog,0.0,6.9556554e-34,1.8960295e-19,0,0,1,chair,,,0,1
bicycle,airplane1,dog,0.0,0.0,2.5735957e-19,0,0,1,airplane,,,0,1
bicycle,keyboard2,dog,0.0,0.0,6.59297e-20,0,0,1,keyboard,,,0,1
bicycle,clock2,dog,0.0,2.381e-42,3.2603224e-20,0,0,1,clock,,,0,1
bicycle,car3,dog,0.0,2.704107e-37,9.316326e-20,0,0,1,car,,,0,1
bicycle,car2,dog,0.0,3.6611626e-37,1.1119258e-19,0,0,1,car,,,0,1
bicycle,clock3,dog,0.0,4.25193e-40,2.9555308e-19,0,0,1,clock,,,0,1
bicycle,boat3,dog,0.0,6.574342e-27,3.4483984e-20,0,0,1,boat,,,0,1
bicycle,bottle1,dog,0.0,2.711169e-39,2.5966204e-20,0,0,1,bottle,,,0,1
bicycle,oven1,dog,0.0,0.0,1.7591554e-19,0,0,1,oven,,,0,1
bicycle,truck1,dog,0.0,2.3273287e-28,7.726038e-20,0,0,1,truck,,,0,1
bicycle,bird2,dog,0.0,7.1006443e-29,4.4663255e-19,0,0,1,bird,,,0,1
bicycle,knife2,dog,0.0,0.0,9.4789315e-20,0,0,1,knife,,,0,1
bicycle,cat3,dog,0.0,0.0,4.407945e-20,0,0,1,cat,,,0,1
bicycle,bear2,dog,0.0,1.8132219e-38,4.2616676e-19,0,0,1,bear,,,0,1
bicycle,dog2,dog,0.0,3.4268964e-18,3.4268964e-18,0,1,0,dog,,,0,1
bicycle,airplane2,dog,0.0,0.0,7.7293986e-20,0,0,1,airplane,,,0,1
bicycle,bear1,dog,0.0,7.7217e-41,6.944359e-20,0,0,1,bear,,,0,1
