Shape,Texture,Decision,Shape Category Value,Texture Category Value,Decision Category Value,Shape Decision,Texture Decision,Neither,Restricted Decision,Restriced Shape Value,Restricted Texture Value,Restricted Shape Decision,Restricted Texture Decision
dog,elephant2,elephant,4.372356e-05,0.4257205,0.4257205,0,1,0,elephant,,,0,1
dog,bicycle1,chair,9.034507e-05,0.0004679562,0.0010958883,0,0,1,bicycle,,,0,1
dog,airplane1,clock,1.352712e-06,0.00019300358,0.00448161,0,0,1,airplane,,,0,1
dog,truck2,car,3.280707e-05,0.0037226516,0.0149258645,0,0,1,truck,,,0,1
dog,boat1,boat,5.1394174e-05,0.0051228823,0.0051228823,0,1,0,boat,,,0,1
dog,car3,car,2.4016641e-05,0.037645195,0.037645195,0,1,0,car,,,0,1
dog,clock1,clock,5.7183306e-06,0.008193127,0.008193127,0,1,0,clock,,,0,1
dog,cat3,dog,0.008685686,1.363309e-05,0.008685686,1,0,0,dog,,,1,0
dog,oven2,keyboard,2.6862967e-06,0.00065871846,0.0042386237,0,0,1,oven,,,0,1
dog,airplane3,airplane,2.99271e-05,0.0110348705,0.0110348705,0,1,0,airplane,,,0,1
dog,clock1,clock,5.7183306e-06,0.008193127,0.008193127,0,1,0,clock,,,0,1
dog,bottle1,bottle,1.859139e-05,0.023798926,0.023798926,0,1,0,bottle,,,0,1
dog,bear3,bear,0.004924297,0.015342091,0.015342091,0,1,0,bear,,,0,1
dog,oven2,keyboard,2.6862967e-06,0.00065871846,0.0042386237,0,0,1,oven,,,0,1
dog,knife3,knife,4.0016366e-05,0.0035064062,0.0035064062,0,1,0,knife,,,0,1
dog,bear3,bear,0.004924297,0.015342091,0.015342091,0,1,0,bear,,,0,1
dog,clock1,clock,5.7183306e-06,0.008193127,0.008193127,0,1,0,clock,,,0,1
dog,boat3,keyboard,5.9655085e-05,4.1323416e-05,0.0012849282,0,0,1,dog,,,1,0
dog,car1,boat,4.626339e-05,0.00037260307,0.0013214246,0,0,1,car,,,0,1
dog,bird2,dog,0.009089433,4.3395426e-06,0.009089433,1,0,0,dog,,,1,0
dog,bear3,bear,0.004924297,0.015342091,0.015342091,0,1,0,bear,,,0,1
dog,boat3,keyboard,5.9655085e-05,4.1323416e-05,0.0012849282,0,0,1,dog,,,1,0
dog,elephant2,elephant,4.372356e-05,0.4257205,0.4257205,0,1,0,elephant,,,0,1
dog,bicycle2,bottle,2.5983106e-06,0.0007424785,0.0014328556,0,0,1,bicycle,,,0,1
dog,car3,car,2.4016641e-05,0.037645195,0.037645195,0,1,0,car,,,0,1
dog,bottle1,bottle,1.859139e-05,0.023798926,0.023798926,0,1,0,bottle,,,0,1
dog,keyboard3,bottle,2.711403e-06,3.0141937e-05,0.0030534023,0,0,1,keyboard,,,0,1
dog,bird1,elephant,0.0014699904,0.0047117714,0.00486207,0,0,1,bird,,,0,1
dog,chair1,car,3.404965e-05,0.003970231,0.011172944,0,0,1,chair,,,0,1
dog,chair2,chair,4.9754894e-05,0.04074532,0.04074532,0,1,0,chair,,,0,1
dog,airplane3,airplane,2.99271e-05,0.0110348705,0.0110348705,0,1,0,airplane,,,0,1
